from	to	value	id
AKR7A3	ANO1	0.806060606060606	GSE62232_Non_tumoral
ANGPTL1	ANO1	0.8181818181818181	GSE62232_Non_tumoral
AADAT	ANO5	0.8181818181818181	GSE62232_Non_tumoral
ABCA6	ANXA10	0.8181818181818181	GSE62232_Non_tumoral
ACOT12	ANXA10	0.8424242424242423	GSE62232_Non_tumoral
AGXT	ANXA10	0.8181818181818181	GSE62232_Non_tumoral
AGXT2	ANXA10	0.806060606060606	GSE62232_Non_tumoral
AHSG	ANXA10	0.806060606060606	GSE62232_Non_tumoral
AKR1C4	ANXA10	0.915151515151515	GSE62232_Non_tumoral
ACSM5	ANXA13	0.8085143730944859	GSE62232_Non_tumoral
ADIRF	ANXA13	0.8510677611520904	GSE62232_Non_tumoral
AKR1C1	ANXA13	-0.8875420937728943	GSE62232_Non_tumoral
AMDHD1	ANXA13	-0.8510677611520904	GSE62232_Non_tumoral
ANO1	ANXA13	0.8693049274624923	GSE62232_Non_tumoral
ABCB1	ANXA5	0.8267515394048878	GSE62232_Non_tumoral
ABCC2	ANXA5	0.9483326481409007	GSE62232_Non_tumoral
ADH1B	ANXA5	0.8206724839680872	GSE62232_Non_tumoral
AGL	ANXA5	0.9179373709568975	GSE62232_Non_tumoral
ACE2	AOC1	-0.8024353176576852	GSE62232_Non_tumoral
ANO5	AOC1	-0.8693049274624923	GSE62232_Non_tumoral
ABCA6	AP1M2	-0.915151515151515	GSE62232_Non_tumoral
ACADSB	AP1M2	-0.8303030303030301	GSE62232_Non_tumoral
ACSM2B	AP1M2	-0.8303030303030301	GSE62232_Non_tumoral
ACSM3	AP1M2	-0.806060606060606	GSE62232_Non_tumoral
ADH1C	AP1M2	-0.8303030303030301	GSE62232_Non_tumoral
ADH4	AP1M2	-0.8909090909090908	GSE62232_Non_tumoral
ADH6	AP1M2	-0.8666666666666666	GSE62232_Non_tumoral
ACSL5	APCDD1	-0.8292837093139817	GSE62232_Non_tumoral
ALDH6A1	APCDD1	-0.8170883606475996	GSE62232_Non_tumoral
ALPK2	APCS	0.8181818181818181	GSE62232_Non_tumoral
ACSL4	APLNR	-0.8303030303030301	GSE62232_Non_tumoral
ADH1A	APLNR	-0.9393939393939392	GSE62232_Non_tumoral
AMFR	APLNR	-0.8666666666666666	GSE62232_Non_tumoral
ACE2	APOA4	-0.8389096502784892	GSE62232_Non_tumoral
ACOT12	APOA4	0.8632258720256918	GSE62232_Non_tumoral
ACSL5	APOA4	0.8024353176576852	GSE62232_Non_tumoral
AGXT	APOA4	0.9118583155200969	GSE62232_Non_tumoral
ALPK2	APOA4	0.8267515394048878	GSE62232_Non_tumoral
APCS	APOA4	0.8267515394048878	GSE62232_Non_tumoral
A1BG	APOA5	0.903030303030303	GSE62232_Non_tumoral
AADACP1	APOA5	-0.9483326481409007	GSE62232_Non_tumoral
ACSM2A	APOA5	-0.8303030303030301	GSE62232_Non_tumoral
