from	to	value	id
CRISPLD2	CXCL6	0.8334606569900688	GSE56140_cirr
ACADM	CYB5A	0.8206264323911382	GSE56140_cirr
C4BPB	CYB5A	0.8429335370511841	GSE56140_cirr
AKR1B1	CYBA	0.8466004583651642	GSE56140_cirr
ARHGEF2	CYBA	0.8316271963330787	GSE56140_cirr
CSF1R	CYBA	0.8300993124522535	GSE56140_cirr
ABCB6	CYBRD1	-0.8352941176470587	GSE56140_cirr
ADAMTSL2	CYBRD1	0.8261268143621084	GSE56140_cirr
ADCY3	CYBRD1	0.8123758594346829	GSE56140_cirr
AMICA1	CYBRD1	0.8096256684491978	GSE56140_cirr
ARHGAP15	CYBRD1	0.8310160427807486	GSE56140_cirr
C7	CYBRD1	0.8221543162719633	GSE56140_cirr
CHCHD10	CYC1	0.8618792971734147	GSE56140_cirr
C16orf30	CYGB	0.8245989304812833	GSE56140_cirr
ACADSB	CYP1A2	0.8172650878533231	GSE56140_cirr
ALDH2	CYP1A2	0.8692131398013752	GSE56140_cirr
ALDH6A1	CYP1A2	0.86707410236822	GSE56140_cirr
AOX1	CYP1A2	0.815431627196333	GSE56140_cirr
APOF	CYP1A2	0.8466004583651642	GSE56140_cirr
ADH1B	CYP27A1	0.8071810542398777	GSE56140_cirr
COL4A2	CYP2C9	-0.8438502673796792	GSE56140_cirr
ACADSB	CYP39A1	0.8139037433155081	GSE56140_cirr
ANXA5	CYP4F12	-0.8255156608097783	GSE56140_cirr
CMBL	CYP4F12	0.8019862490450725	GSE56140_cirr
COQ10A	CYP4F12	0.8190985485103133	GSE56140_cirr
CPD	CYP4F12	-0.8175706646294881	GSE56140_cirr
CYP27A1	CYP4F12	0.8597402597402596	GSE56140_cirr
ACOX2	DAO	0.8212375859434682	GSE56140_cirr
ARHGAP4	DARC	0.8105423987776929	GSE56140_cirr
C1orf198	DCDC2	0.8035141329258977	GSE56140_cirr
C8orf40	DCDC2	-0.8111535523300228	GSE56140_cirr
CCDC146	DCDC2	0.8010695187165775	GSE56140_cirr
COL3A1	DCDC2	0.8047364400305576	GSE56140_cirr
ASGR1	DCI	0.8233766233766234	GSE56140_cirr
CRIP2	DCI	-0.8786860198624904	GSE56140_cirr
CRYAB	DCI	-0.8527119938884644	GSE56140_cirr
ADAMTSL2	DCN	0.8597402597402596	GSE56140_cirr
ADCY3	DCN	0.8019862490450725	GSE56140_cirr
ANGPTL2	DCN	0.8249045072574483	GSE56140_cirr
BBOX1	DCN	-0.8013750954927426	GSE56140_cirr
C7	DCN	0.8435446906035141	GSE56140_cirr
C7orf55	DCN	-0.8524064171122995	GSE56140_cirr
CLIP3	DCN	0.8655462184873949	GSE56140_cirr
COLEC11	DCN	0.839877769289534	GSE56140_cirr
AZGP1	DCXR	0.8035141329258977	GSE56140_cirr
BBOX1	DDC	0.8230710466004584	GSE56140_cirr
CMPK2	DDX60	0.813292589763178	GSE56140_cirr
ACAA2	DECR1	0.8285714285714286	GSE56140_cirr
ACSL1	DECR1	0.8175706646294881	GSE56140_cirr
ARG1	DECR1	0.814514896867838	GSE56140_cirr
CYP4F22	DHCR7	0.816348357524828	GSE56140_cirr
AKR1D1	DHRS1	0.8080977845683728	GSE56140_cirr
ANXA2	DHRS1	-0.8209320091673032	GSE56140_cirr
C1orf225	DHRS1	-0.8236822001527884	GSE56140_cirr
CHST13	DHRS1	0.8322383498854087	GSE56140_cirr
ACACB	DHRS4	0.8297937356760885	GSE56140_cirr
AKR1D1	DHRS4	0.8319327731092436	GSE56140_cirr
C10orf65	DHRS4	0.8065699006875477	GSE56140_cirr
